scenario_id,region_name,location_address,complainant_location_text,smell_type,smell_intensity,smell_duration,suspected_location_text,out__claude-opus-4-8
297,전라도,광양시,매화 아파트,젖은 쓰레기 냄새,미언급,방금 전 10분 전부터,미언급,"상담원: 안녕하세요. 광양시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아, 예. 저기 우리 아파트 쪽으로 냄새가 하도 심허게 나서 전화했당께요. 도저히 못 참겄어서요.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 조금 더 말씀해 주실 수 있을까요?

민원인: 뭐랄까, 딱 젖은 쓰레기 썩는 냄새 있잖어요. 물 먹은 음식물 쓰레기 그런 거 있제, 그 꼬랑내가 확 올라와라.

상담원: 알겠습니다. 지금 계신 위치를 알려주시겠어요?

민원인: 매화 아파트요. 여그 매화 아파트에서 나는데 창문 열어놨다가 냄새 땜시 얼른 닫았당께요.

상담원: 매화 아파트 말씀이시군요. 냄새가 언제부터 나기 시작했는지 기억나세요?

민원인: 그것이 방금 전에, 한 십 분 전부텀 갑자기 확 나기 시작하드만요. 그 전에는 암시롱토 안 했는디 말이요.

상담원: 그러셨군요. 혹시 냄새가 어느 방향에서 나는지, 짚이는 곳이 있으실까요?

민원인: 아이고, 그것까진 잘 모르겄어라. 그냥 밖에서 훅 들어오는 것 같은디, 어디서 나는지는 도통 모르겄당께요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
298,제주도,제주시,돌담마을 근처,알코올 냄새,미언급,낮 12시경에 한 시간씩,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저 돌담마을 근처 사는 사람인디, 요즘 이상헌 냄새가 나서 전화 걸었수다. 뭔가 좀 알아봐 줍서.

상담원: 네, 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 자세히 말씀해 주시겠어요?

민원인: 게메, 술 냄새 닮은 거라. 알코올 같은 냄새가 확 코를 찌르는디 영 머리가 아프곡 헌게마씸.

상담원: 알코올 냄새가 난다는 말씀이시군요. 지금 계신 위치가 정확히 어디쯤 되실까요?

민원인: 나가 사는 디가 돌담마을 바로 옆이우다. 그 동네 초입 쪽인디, 냄새가 그쪽으로 막 몰려오는 느낌이라.

상담원: 알겠습니다. 냄새의 세기가 시간에 따라 강해지거나 약해지는 변화가 있으신가요?

민원인: 강도까진 잘 모르쿠다. 그냥 코에 확 들어오는 정도난 딱히 세다 약허다 말허긴 어려운게.

상담원: 네, 이해했습니다. 그럼 이 냄새는 주로 언제쯤 나는지 기억나시나요?

민원인: 보통 낮 열두 시쯤 헤영 한 시간 정도 나는 거 닮으우다. 점심때만 되민 딱 그 냄새가 올라완게 참 신기허주.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
299,충청도,홍성군,e편한세상 홍성 더 센트럴 아파트,쉰내,바람 방향이 바뀌면 더 심해짐,한 달째 매일 아침 8시경에,미언급,"상담원: 안녕하세요. 홍성군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세유. 다른 게 아니구 우리 아파트 쪽에 냄새가 하도 나서 전화했슈. 아침마다 아주 못 살겄어유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 시큼허니 쉰내가 나유. 꼭 음식 상한 거 같은 냄새여. 창문만 열믄 확 들어와서 아주 속이 다 안 좋다니께유.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: e편한세상 홍성 더 센트럴 아파트에 살구 있슈. 여기 단지 전체가 그 냄새 땜에 다들 한마디씩 혀유.

상담원: 네, 확인했습니다. 그 냄새가 특별히 심해지는 때가 있으신가요?

민원인: 있쥬. 바람 방향이 확 바뀌믄 그때 훨씬 심해져유. 그럴 때는 코를 아주 틀어막어야 될 정도라니께.

상담원: 그렇군요. 이런 냄새가 언제부터 발생하기 시작했는지 기억나세요?

민원인: 벌써 한 달째유. 매일 아침 여덟 시쯤이믄 어김읎이 나서 아주 환장허겄어유. 좀 빨리 알어봐 주믄 좋겄는디유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
300,강원도,원주시,원주더샵아파트,미언급,10분 간격으로 심해졌다 약해졌다 반복됨,지난 열흘 동안 매일 오전 9시 반에,미언급,"상담원: 안녕하세요. 원주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 우리 동네에 냄새가 하도 심해가 전화했잖소. 요 며칠 아침마다 아주 못 살겠소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 말씀해 주실 수 있을까요?

민원인: 그게 딱 무슨 냄새다 콕 집어 말하기가 좀 어렵소. 그냥 코를 확 찌르는 게, 뭐 썩은 건지 뭔지 모르겠는데 아주 지독하우야.

상담원: 알겠습니다. 그러면 지금 계신 위치가 어디쯤 되시는지요?

민원인: 여기 원주더샵아파트래요. 아침에 창문 열어놓으면 집 안까지 냄새가 그냥 확 들어오니 답답해 죽겠소.

상담원: 냄새가 계속 일정한가요, 아니면 세기가 변하나요?

민원인: 그게 참 요상하우야. 한 십 분쯤 확 심했다가 또 좀 약해지고, 그러다 또 심해지고 이래 반복되잖소. 사람 아주 골 아프게 하우.

상담원: 그렇군요. 이런 냄새가 며칠 정도 계속되었는지 기억나시나요?

민원인: 한 열흘은 됐소. 매일 아침 아홉 시 반쯤 되면 어김없이 나기 시작하니, 이젠 시간까지 딱 외워버렸잖소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
301,경상도,동구,대송현대2차아파트 맞은편,타르 냄새,아침에는 약하다가 점심 이후 심해짐,올해 초부터 잊을 만하면 한 번씩 드문드문 반복,미언급,"상담원: 안녕하세요. 동구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 냄새 때문에 전화 좀 했심더. 며칠째 이상한 냄새가 나가 도저히 못 살겠어예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그기 뭐랄까, 도로 새로 깔 때 나는 그런 시커먼 타르 냄새 안 있습니꺼. 딱 그 냄새라예. 코가 매캐한 게 영 안 좋습니더.

상담원: 타르 냄새 말씀이시군요. 현재 어디에 계신지 위치를 알려 주시겠어요?

민원인: 여가 대송현대2차아파트 맞은편이라예. 딱 그 앞에 서 있으모 냄새가 확 올라온다 아입니꺼.

상담원: 위치 확인했습니다. 혹시 냄새가 하루 중에 특정 시간대에 더 심하게 느껴지시나요?

민원인: 맞심더. 아침에는 그래도 좀 견딜 만한데, 점심 딱 지나고 나모 그때부터 억수로 심해지예. 오후 되모 창문도 몬 열어예.

상담원: 그러셨군요. 이 냄새는 언제부터 나기 시작했나요?

민원인: 올해 초부터인가 그렇심더. 맨날 나는 건 아이고 잊을 만하모 한 번씩 또 나고, 또 잠잠하다가 나고 그래예. 그기 더 답답한 기라예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
302,전라도,무주군,이동새마을회 영농조합법인,미언급,미언급,미언급,미언급,"상담원: 안녕하세요. 무주군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 안녕하세요잉. 여그 이동새마을회 영농조합법인인디, 요 며칠 냄새 땜시 도저히 못 살겄어라. 신고 좀 할라고 전화혔어라.

상담원: 불편을 드려 죄송합니다. 우선 어떤 종류의 냄새인지 여쭤봐도 될까요? 예를 들어 축산 분뇨 냄새인지, 화학약품 냄새인지요.

민원인: 그게 말이여, 딱 꼬집어서 뭐다 말하기가 애매혀라. 그냥 시큼허니 코를 확 찌르는디, 뭔 썩는 냄샌지 약품 냄샌지 나도 잘 모르겄당께.

상담원: 알겠습니다. 그러면 지금 냄새가 나는 위치는 조합 건물 안쪽인가요, 아니면 바깥 마당 쪽인가요?

민원인: 마당에 나가믄 훨씬 심혀라. 바람 불 때마다 확 몰려오는디, 사무실 안까지 들어와서 창문도 못 열고 있어라.

상담원: 그러시군요. 혹시 냄새 강도가 시간에 따라 달라지나요? 특정 시간대에 더 심해진다든지요.

민원인: 아침나절허고 저녁답에 유독 독허당께. 낮에는 좀 덜헌 것도 같은디, 해질 무렵 되믄 아주 머리가 지끈지끈혀라.

상담원: 이런 냄새가 대략 언제부터 계속되고 있었을까요?

민원인: 한 일주일 됐능가 모르겄네. 첨엔 하루 이틀 그러다 말겄지 혔는디, 통 가라앉덜 안 혀서 답답혀 죽겄당께.

상담원: 혹시 냄새가 어디서 흘러오는지 짐작 가시는 곳이 있으신가요?

민원인: 그건 나도 딱히 모르겄어라. 근처에 뭔 공장이 있능가, 축사가 있능가 잘 몰라서 신고를 혔제잉. 얼른 좀 확인해 주씨요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
303,제주도,서귀포시,삼성홈상지타운,음식물 쉰내,미언급,저녁 6시부터 밤 9시까지,미언급,"상담원: 안녕하세요. 서귀포시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 우리 동네에 요즘 냄새가 하도 심허영 전화했수다. 저녁만 되민 어디서 쉰내 같은 게 확 올라왐수과.

상담원: 불편하셨겠습니다. 어떤 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 게메마씸, 딱 음식물 쉬어불엉 나는 그 시큼허고 퀴퀴헌 냄새라마씸. 창문 열어놓으민 집 안까지 다 들어왐수다.

상담원: 알겠습니다. 지금 계신 위치가 어디쯤 되실까요?

민원인: 여기 삼성홈상지타운이우다. 아파트 단지 안에 살암수다.

상담원: 네, 확인했습니다. 그 냄새가 주로 언제쯤 나는지 기억나시나요?

민원인: 저녁 여섯시쯤부터 슬슬 나기 시작허영 밤 아홉시꼬지 계속 나마씸. 그 시간대만 되민 아주 죽을 맛이우다.

상담원: 그러셨군요. 혹시 냄새가 어느 방향에서 나는지, 짐작 가는 곳이 있으실까요?

민원인: 그게 어디서 나는지 딱 집어그네 몰르쿠다. 그냥 저녁 되민 사방에서 확 퍼지는 것추룩 나난 참 답답허우다게.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
304,충청도,보령시,e편한세상보령아파트 인근,타이어 타는 냄새,시간이 지나면서 조금씩 약해짐,미언급,미언급,"상담원: 안녕하세요. 보령시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 너무 심해서 전화혔슈. 뭐 타는 냄새가 자꾸 나는디 도저히 못 살겄네유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 이게 꼭 고무 타는 냄새 같유. 타이어 태우는 그런 냄새 있잖유. 코가 다 매캐혀유.

상담원: 네, 확인했습니다. 지금 계신 위치가 어디쯤이신지 알려주시겠어요?

민원인: 여기 e편한세상보령아파트 근처유. 이 동네 사람들 다 냄새난다고 난리났슈.

상담원: 알겠습니다. 그 냄새가 계속 같은 강도로 나는지, 아니면 변화가 있는지 여쭤봐도 될까요?

민원인: 첨엔 아주 지독혔는디, 시간이 좀 지나니께 쪼끔씩 약해지긴 하데유. 그래도 아직도 남아있슈.

상담원: 그러시군요. 혹시 냄새가 어느 방향에서 나는지, 짐작 가는 곳이 있으신가요?

민원인: 그건 잘 모르겄슈. 어디서 나는지는 딱 집어 말은 못 허겄고, 그냥 바람 타고 오는 거 같유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
306,경상도,중구,번영로효성해링턴플레이스1단지,미언급,오후에는 심하다가 저녁에 약해짐,미언급,미언급,"상담원: 안녕하세요. 중구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 예, 안녕하세요. 다름이 아이라 요새 냄새가 하도 심하게 나가 전화 드렸심더. 도저히 못 참겠어예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 말씀해 주실 수 있을까요?

민원인: 그게 딱 뭐라 말하기가 애매하네예. 그냥 코를 찌르는 이상한 냄새가 확 올라오는데, 뭐 때문인지는 잘 모리겠어요.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 알려 주시겠어요?

민원인: 번영로효성해링턴플레이스1단지 살고 있심더. 집 안에까지 냄새가 들어오이 창문도 못 열고 답답해 죽겠어요.

상담원: 네, 확인했습니다. 그 냄새가 하루 중 특정 시간대에 더 심하게 느껴지시나요?

민원인: 맞아예. 이상하게 오후에는 진짜 심하다가, 저녁 되모 좀 약해지드라고예. 그래가 낮에 집에 있으모 더 힘들어요.

상담원: 그러셨군요. 혹시 냄새가 나기 시작한 지는 얼마나 되셨는지, 특별히 의심되는 장소가 있으신지요?

민원인: 언제부터라고 딱 짚기는 어렵고예, 어디서 오는지도 잘 모리겠어요. 그냥 오후만 되모 확 나이 참말로 답답하네예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
307,전라도,동구,두암타운,고인 물 썩는 냄새,동틀 무렵 약해짐,미언급,미언급,"상담원: 안녕하세요. 동구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여그 두암타운 사는 사람인디 요새 냄새 땜시 아주 못 살겄어라. 어디다 말을 해야 쓰까 하다가 전화혔소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 말씀해 주시겠어요?

민원인: 그것이 꼭 물이 오래 고여갖고 썩는 냄새여라. 하수구 근처 가면 코를 못 대겄당께. 아주 퀴퀴하니 역해라.

상담원: 고인 물이 썩는 듯한 냄새라는 말씀이시군요. 혹시 정확한 위치를 알려 주실 수 있을까요?

민원인: 두암타운 단지 안에서부터 확 올라오는디, 창문만 열믄 그냥 방으로 들어와불어라. 진짜 답답해 죽겄소.

상담원: 그러셨군요. 이 냄새가 하루 중 특별히 심하거나 약해지는 때가 있으신가요?

민원인: 아 그것이, 밤새 지독하다가 동틀 무렵 되믄 쪼까 수그러들더랑께. 근디 해 뜨고 나믄 또 스멀스멀 올라와라.

상담원: 새벽녘에 조금 약해진다는 말씀 잘 알겠습니다. 혹시 냄새가 어디서 나오는지 짐작 가는 곳이 있으신가요?

민원인: 그것까정은 나도 잘 모르겄소. 그냥 단지 여기저기서 나는 것 같은디 딱 집어서는 못 하겄어라.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
